onset	duration	trial_type	domain
4	4	house	place
8	4	instrument	object
12	4	car	object
20	4	corridor	place
24	4	house	place
28	4	limb	body
32	4	corridor	place
36	4	child	face
40	4	adult	face
44	4	number	character
48	4	word	character
52	4	house	place
56	4	instrument	object
60	4	child	face
64	4	car	object
68	4	body	body
72	4	number	character
76	4	instrument	object
80	4	corridor	place
84	4	house	place
88	4	word	character
92	4	number	character
96	4	adult	face
100	4	word	character
104	4	limb	body
108	4	child	face
112	4	adult	face
120	4	child	face
124	4	car	object
128	4	number	character
140	4	word	character
144	4	adult	face
148	4	body	body
156	4	limb	body
160	4	number	character
164	4	instrument	object
168	4	car	object
172	4	child	face
180	4	corridor	place
184	4	word	character
188	4	house	place
192	4	body	body
196	4	limb	body
200	4	instrument	object
204	4	number	character
212	4	adult	face
216	4	body	body
220	4	corridor	place
224	4	child	face
228	4	house	place
236	4	limb	body
240	4	car	object
244	4	corridor	place
252	4	word	character
256	4	body	body
264	4	instrument	object
276	4	car	object
280	4	limb	body
284	4	body	body
288	4	adult	face
